organisasjonsnummer,navn,organisasjonsform,registreringsdatoEnhetsregisteret,antallAnsatte,forretningsadresse,stiftelsesdato,vedtektsdato,vedtektsfestetFormaal,aktivitet,links,sisteInnsendteAarsregnskap,kommune,overordnetEnhet
994806793,BUTIKKDRIFT ERIK KLIPPENBERG,Enkeltpersonforetak,2009-11-24,19,"Jernbaneveien 9, 4005 STAVANGER",,,NaN,NaN,[],,STAVANGER,nan
991240837,BUTIKKHANDEL HOLMEN AS,Aksjeselskap,2007-05-16,11,"Nedre Holmegate 11, 4006 STAVANGER",2007-05-02,2021-03-10,NaN,NaN,[],2022,STAVANGER,nan
984633718,BUØY BAKERI & KONDITORI AS,Aksjeselskap,2002-06-29,17,"Fregattveien 11, 4077 HUNDVÅG",2002-06-12,2012-10-05,NaN,NaN,[],2022,STAVANGER,nan
985172722,BVS BRANNVERNSYSTEMER AS,Aksjeselskap,2003-01-10,14,"Hamneveien 15, 4016 STAVANGER",2002-12-01,2008-12-17,NaN,NaN,[],2023,STAVANGER,nan
986754180,BYGGMESTER ØYSTEIN TORGERSEN AS,Aksjeselskap,2004-04-06,18,"Welhavens vei 9, 4319 SANDNES",2004-03-01,2006-12-28,NaN,NaN,[],2022,SANDNES,nan
984969155,BÆRHEIM GEIR,Enkeltpersonforetak,2002-10-19,12,"Heigreveien 493, 4312 SANDNES",,,NaN,NaN,[],,SANDNES,nan
994968769,BØCON AS,Aksjeselskap,2010-01-09,27,"Kvålkroken 8, 4323 SANDNES",2010-01-06,2011-08-19,NaN,NaN,[],2022,SANDNES,nan
985131236,BØRESVINGEN BARNEHAGE SA,Samvirkeforetak,2002-11-26,41,"Børesvingen 1, 4085 HUNDVÅG",2002-11-20,2012-04-25,NaN,NaN,[],2022,STAVANGER,nan
984082274,CARLSENS ELEKTRO INSTALLASJON AS,Aksjeselskap,2002-01-14,32,"Daleveien 29, 4328 SANDNES",2001-12-28,2016-12-23,NaN,NaN,[],2022,SANDNES,nan
996221423,CEGAL AS,Aksjeselskap,2010-11-25,575,"Vestre Svanholmen 4, 4313 SANDNES",2010-11-15,2022-05-30,NaN,NaN,[],2022,SANDNES,nan
985911487,CEMENTEN AS,Aksjeselskap,2003-08-21,29,"Strandkaien 24, 4005 STAVANGER",2003-07-30,2003-07-30,NaN,NaN,[],2022,STAVANGER,nan
986484248,CENTRUM RØR AS,Aksjeselskap,2004-02-03,11,"Sandvikveien 30, 4016 STAVANGER",2004-01-04,2004-01-04,NaN,NaN,[],2022,STAVANGER,nan
988988391,CLARION HOTEL ENERGY AS,Aksjeselskap,2005-12-14,193,"Ishockeyveien 2, 4021 STAVANGER",2005-11-07,2021-01-21,NaN,NaN,[],2022,STAVANGER,nan
992658630,COMPLETION SERVICES AS,Aksjeselskap,2008-05-20,11,"Fabrikkveien 27, 4033 STAVANGER",2008-04-15,2008-04-15,NaN,NaN,[],2022,STAVANGER,nan
983717608,CONTESTO AS,Aksjeselskap,2001-10-02,36,"Stokkamyrveien 13, 4313 SANDNES",2001-09-04,2017-09-19,NaN,NaN,[],2022,SANDNES,nan
981970160,CORPORATER AS,Aksjeselskap,2000-05-10,59,"Kontorveien 15, 4033 STAVANGER",2000-04-28,2017-07-17,NaN,NaN,[],2022,STAVANGER,nan
988288330,COSL DRILLING EUROPE AS,Aksjeselskap,2005-06-11,51,"Vestre Svanholmen 4, 4313 SANDNES",2005-05-23,2014-01-21,NaN,NaN,[],2022,SANDNES,nan
991006494,COSL OFFSHORE MANAGEMENT AS,Aksjeselskap,2007-03-13,180,"Vestre Svanholmen 4, 4313 SANDNES",2006-12-18,2015-01-20,NaN,NaN,[],2022,SANDNES,nan
994255894,CROSSFIT CENTRUM AS,Aksjeselskap,2009-06-25,18,"Forusparken 32, 4031 STAVANGER",2009-06-12,2020-12-21,NaN,NaN,[],2022,STAVANGER,nan
988100242,CUBILITY AS,Aksjeselskap,2005-04-19,12,"Fabrikkveien 40, 4323 SANDNES",2005-01-28,2019-07-10,NaN,NaN,[],2022,SANDNES,nan
990753032,DANIELSEN SERVICE AS,Aksjeselskap,2007-01-18,19,"Askjeveien 30, 4156 MOSTERØY",2007-01-01,2020-04-02,NaN,NaN,[],2022,STAVANGER,nan
987183365,DATAPLAN OMEGA AS,Aksjeselskap,2004-08-28,23,"Stokkamyrveien 18, 4313 SANDNES",2004-08-19,2022-12-08,NaN,NaN,[],2022,SANDNES,nan
985087970,DEJA VU DELIKATESSE AS,Aksjeselskap,2002-11-20,63,"Verksgata 2, 4013 STAVANGER",2002-11-11,2010-06-25,NaN,NaN,[],2022,STAVANGER,nan
984106130,DEKKSENTRALEN STAVANGER AS,Aksjeselskap,2002-01-23,13,"Finnestadsvingen 6, 4029 STAVANGER",2002-01-10,2015-12-15,NaN,NaN,[],2022,STAVANGER,nan
990466505,DET NORSKE MISJONSSELSKAPS BARNE- OG UNGDOMSORGANISASJON (NMSU),Forening/lag/innretning,2006-12-20,34,"Misjonsmarka 9, 4024 STAVANGER",1992-12-31,,NaN,NaN,[],2018,STAVANGER,nan
985029075,DIN TRAFIKKSKOLE AS,Aksjeselskap,2002-11-18,11,"Bystasjonen, Vågsgata 16A, 4306 SANDNES",2002-10-29,2002-10-29,NaN,NaN,[],2022,SANDNES,nan
996478653,DOORMAN AS,Aksjeselskap,2011-01-27,135,"Støperigata 30, 4014 STAVANGER",2011-01-02,2011-01-02,NaN,NaN,[],2022,STAVANGER,nan
987910828,DR. WAX AS,Aksjeselskap,2005-02-26,13,"Hovebakken 9, 4306 SANDNES",2005-01-11,2005-01-11,NaN,NaN,[],2022,SANDNES,nan
997214129,DYNAMO LOGISTIKK AS,Aksjeselskap,2011-08-11,22,"Prinsens vei 12, 4315 SANDNES",2011-08-02,2020-03-18,NaN,NaN,[],2022,SANDNES,nan
987586400,E-TECH ELEKTRO INSTALLASJON AS,Aksjeselskap,2004-12-09,27,"Auglendsmyrå 4, 4016 STAVANGER",2004-12-01,2007-10-01,NaN,NaN,[],2022,STAVANGER,nan
992248998,ECOFACT AS,Aksjeselskap,2008-01-29,26,"Stokkamyrveien 13, 4313 SANDNES",2008-01-09,2021-08-10,NaN,NaN,[],2022,SANDNES,nan
993425575,EDRILLING AS,Aksjeselskap,2009-01-27,11,"Maskinveien 9, 4033 STAVANGER",2008-11-05,2020-08-31,NaN,NaN,[],2022,STAVANGER,nan
994000071,EKKE HYDRAULICS AS,Aksjeselskap,2009-04-23,22,"Daleveien 93, 4150 RENNESØY",2009-04-17,2012-11-14,NaN,NaN,[],2022,STAVANGER,nan
988350184,EKTE MATGLEDE MED ARNE NESE,Enkeltpersonforetak,2005-06-21,30,"Bogafjellbakken 127, 4324 SANDNES",,,NaN,NaN,[],,SANDNES,nan
991738657,EL-IT INSTALLASJON AS,Aksjeselskap,2007-10-11,15,"Hoveveien 5, 4306 SANDNES",2007-09-20,2012-01-18,NaN,NaN,[],2022,SANDNES,nan
996086283,ELEKTRIKER 1 SANDNES AS,Aksjeselskap,2010-10-28,43,"Holbergs gate 4A, 4306 SANDNES",2010-10-20,2019-04-12,NaN,NaN,[],2022,SANDNES,nan
992079916,ELTERVÅG ENTREPRENØR & MILJØ AS,Aksjeselskap,2008-01-05,15,"Randabergveien 89, 4026 STAVANGER",2007-11-10,2019-03-01,NaN,NaN,[],2022,STAVANGER,nan
996327523,EMPLOY KULTUR AS,Aksjeselskap,2011-01-03,178,"Tinfabriken, Ryfylkegata 45, 4014 STAVANGER",2010-12-15,2022-05-24,NaN,NaN,[],2022,STAVANGER,nan
989829351,ENERGI & MILJØ AS,Aksjeselskap,2006-05-18,48,"Bedriftsveien 14, 4313 SANDNES",2006-04-24,2021-06-29,NaN,NaN,[],2022,SANDNES,nan
981363876,EQUINOR ASSET MANAGEMENT AS,Aksjeselskap,2000-01-13,18,"Forusbeen 50, 4035 STAVANGER",1999-11-11,2023-11-01,NaN,NaN,[],2022,STAVANGER,nan
996941817,EXCESS ENGINEERING AS,Aksjeselskap,2011-05-24,17,"Strandgata 151, 4307 SANDNES",2011-05-08,2011-05-08,NaN,NaN,[],2022,SANDNES,nan
994878220,EXTRA LEKER HOLDING AS,Aksjeselskap,2009-12-10,11,"Prinsens vei 5, 4315 SANDNES",2009-12-02,2017-12-08,NaN,NaN,[],2022,SANDNES,nan
985759413,FAGMUR & FLIS AS,Aksjeselskap,2003-06-10,40,"Bedriftsveien 13, 4313 SANDNES",2003-05-22,2003-05-22,NaN,NaN,[],2022,SANDNES,nan
989307940,FALKEID MANAGEMENT AS,Aksjeselskap,2006-01-11,24,"Fåholmen 8, 4160 FINNØY",2006-01-01,2006-01-01,NaN,NaN,[],2022,STAVANGER,nan
986439560,FAST TRACK AS,Aksjeselskap,2004-01-15,10,"Lagårdsveien 91, 4010 STAVANGER",2003-12-31,2021-11-04,NaN,NaN,[],2022,STAVANGER,nan
994668242,FILM & FOTOPARTNER AS,Aksjeselskap,2009-10-21,34,"Auglendsmyrå 6, 4016 STAVANGER",2009-09-23,2014-10-20,NaN,NaN,[],2022,STAVANGER,nan
987560053,FISHBONES AS,Aksjeselskap,2004-12-07,26,"Stokkamyrveien 15, 4313 SANDNES",2004-11-22,2017-12-15,NaN,NaN,[],2022,SANDNES,nan
983815308,FJOGSTAD-HUS AS,Aksjeselskap,2001-11-01,61,"Brannstasjonsveien 8, 4312 SANDNES",2001-09-28,2017-01-27,NaN,NaN,[],2022,SANDNES,nan
989195476,FJORDBRIS HOTELL AS,Aksjeselskap,2006-02-08,29,"Østhusvikveien 609, 4150 RENNESØY",2005-12-16,2007-10-04,NaN,NaN,[],2022,STAVANGER,nan
990993475,FJORDEVENTS AS,Aksjeselskap,2007-03-17,24,"Bangarvågsgata 130, 4077 HUNDVÅG",2007-01-02,2016-10-31,NaN,NaN,[],2022,STAVANGER,nan
991122575,FLOR DE CANELA AS,Aksjeselskap,2007-04-24,10,"Stokkaveien 35, 4024 STAVANGER",2007-04-03,2011-06-30,NaN,NaN,[],2022,STAVANGER,nan
990834210,FORENINGEN SOLBORG FOLKEHØGSKOLE,Forening/lag/innretning,2007-03-02,59,"Tjensvollveien 44, 4021 STAVANGER",2006-04-01,,NaN,NaN,[],2022,STAVANGER,nan
993057339,FORUS BILSKADE AS,Aksjeselskap,2008-09-06,12,"Boganesveien 54, 4020 STAVANGER",2008-09-01,2022-12-30,NaN,NaN,[],2022,STAVANGER,nan
985704570,FORUS BILVERKSTED AS,Aksjeselskap,2003-05-21,16,"Koppholen 19, 4313 SANDNES",2003-05-14,2015-02-04,NaN,NaN,[],2022,SANDNES,nan
984111282,FORUS BYGG OG EIENDOM AS,Aksjeselskap,2002-01-16,10,"Myklabergveien 1, 4314 SANDNES",2002-01-02,2014-12-18,NaN,NaN,[],2022,SANDNES,nan
993465224,FORUS ENERGIGJENVINNING 2 AS,Aksjeselskap,2009-01-20,27,"Forusbeen 202, 4313 SANDNES",2008-12-18,2010-08-26,NaN,NaN,[],2022,SANDNES,nan
983219489,FORUS OG GAUSEL IDRETTSLAG,Forening/lag/innretning,2001-09-15,55,"Ulsbergbakken 61, 4034 STAVANGER",1983-05-24,,NaN,NaN,[],2022,STAVANGER,nan
986352945,FORUS REVISJON AS,Aksjeselskap,2003-12-15,11,"Maskinveien 28, 4033 STAVANGER",2003-12-01,2021-09-14,NaN,NaN,[],2022,STAVANGER,nan
983982433,FRETEX AS,Aksjeselskap,2001-12-10,21,"Torneroseveien 7, 4315 SANDNES",2001-11-21,2021-12-22,NaN,NaN,[],2022,SANDNES,nan
991044124,FRISØRINSTITUTTET AS,Aksjeselskap,2007-05-15,13,"Vågsgata 33, 4306 SANDNES",2007-02-12,2016-09-05,NaN,NaN,[],2022,SANDNES,nan
990808341,GAME-ON AS,Aksjeselskap,2007-01-31,10,"Bedriftsveien 15, 4313 SANDNES",2007-01-12,2020-10-22,NaN,NaN,[],2022,SANDNES,nan
992395494,GANDDAL PIZZA AS,Aksjeselskap,2008-03-04,16,"Jærveien 249, 4322 SANDNES",2007-12-05,2012-01-19,NaN,NaN,[],2022,SANDNES,nan
989057464,GANGENES MASKIN AS,Aksjeselskap,2006-01-04,15,"Gangenesveien 77, 4150 RENNESØY",2005-11-01,2020-04-21,NaN,NaN,[],2022,STAVANGER,nan
986298363,GAUSELBAKKEN BARNEHAGE SA,Samvirkeforetak,2004-01-15,31,"Dronningåsen 1, 4032 STAVANGER",2003-11-24,2012-09-25,NaN,NaN,[],2022,STAVANGER,nan
993366323,GERT GILL AS,Aksjeselskap,2008-12-15,10,"Fabrikkveien 7, 4033 STAVANGER",2008-11-04,2009-11-13,NaN,NaN,[],2022,STAVANGER,nan
991375333,GJEDREM AS,Aksjeselskap,2007-06-26,26,"Mjølsnes, 4160 FINNØY",2007-06-08,2016-09-01,NaN,NaN,[],2022,STAVANGER,nan
988089141,GJERMUND FURENES AS,Aksjeselskap,2005-04-18,16,"Sandvedhagen 1A, 4318 SANDNES",2005-03-30,2005-03-30,NaN,NaN,[],2022,SANDNES,nan
988142794,GORGON VAKTMESTERSERVICE AS,Aksjeselskap,2005-04-27,39,"Nesflåtveien 16, 4018 STAVANGER",2005-04-13,2005-04-13,NaN,NaN,[],2022,STAVANGER,nan
995878801,GOSEN PIZZA AS,Aksjeselskap,2010-08-31,19,"Kong Haralds gate 39A, 4041 HAFRSFJORD",2010-08-20,2010-08-20,NaN,NaN,[],2022,STAVANGER,nan
994989391,GREEN MOUNTAIN AS,Aksjeselskap,2010-01-26,111,"Hodneveien 260, 4150 RENNESØY",2009-12-22,2023-07-20,NaN,NaN,[],2022,STAVANGER,nan
984616945,GRUNDIG RENHOLD AS,Aksjeselskap,2002-06-20,54,"Auglendsdalen 81, 4017 STAVANGER",2002-05-22,2012-12-12,NaN,NaN,[],2022,STAVANGER,nan
982786223,GUDMESTAD TRANSPORT AS,Aksjeselskap,2000-12-22,17,"Folkvordveien 30, 4318 SANDNES",2000-12-14,2008-04-15,NaN,NaN,[],2022,SANDNES,nan
991604316,HAFRSFJORDBROA BLOMSTER AS,Aksjeselskap,2007-09-13,11,"Madlakrossen 7, 4042 HAFRSFJORD",2007-08-10,2007-08-10,NaN,NaN,[],2022,STAVANGER,nan
995188600,HAIR & THERE STAVANGER AS,Aksjeselskap,2010-02-17,23,"Luramyrveien 65, 4313 SANDNES",2010-01-01,2010-01-01,NaN,NaN,[],2022,SANDNES,nan
985076456,HANA AUTOSENTER AS,Aksjeselskap,2002-11-19,21,"Skippergata 102, 4328 SANDNES",2002-11-13,2002-11-13,NaN,NaN,[],2022,SANDNES,nan
984983956,HARALD NILSEN AS,Aksjeselskap,2002-10-23,22,"v/ REMA 1000 GAMLEVEIEN, Gamleveien 81, 4315 SANDNES",2002-10-11,2007-05-20,NaN,NaN,[],2022,SANDNES,nan
992368845,HAUGSLAND AS,Aksjeselskap,2008-02-26,26,"Fosseikeveien 23, 4323 SANDNES",2008-01-01,2012-12-31,NaN,NaN,[],2022,SANDNES,nan
993230537,HEAD ENERGY BRANNCON AS,Aksjeselskap,2008-10-30,10,"Vassbotnen 11B, 4313 SANDNES",2008-09-03,2022-10-03,NaN,NaN,[],2022,SANDNES,nan
989690728,HEDIN AUTOMOTIVE AS,Aksjeselskap,2006-05-15,37,"Fabrikkveien 36, 4033 STAVANGER",2006-03-28,2018-02-20,NaN,NaN,[],2022,STAVANGER,nan
989774697,HEIMDAL FORVALTNING AS,Aksjeselskap,2006-05-04,11,"Løkkeveien 109, 4007 STAVANGER",2006-03-15,2022-12-22,NaN,NaN,[],2022,STAVANGER,nan
983974678,HELSE STAVANGER HF,Annet foretak iflg. særskilt lov,2001-12-20,8916,"Gerd-Ragna Bloch Thorsens gate 8, 4011 STAVANGER",2001-12-05,2009-09-22,NaN,NaN,[],2022,STAVANGER,nan
983658725,HELSE VEST RHF,Annet foretak iflg. særskilt lov,2001-09-27,100,"Nådlandsbråtet 40, 4034 STAVANGER",2001-08-17,2022-01-10,NaN,NaN,[],2022,STAVANGER,nan
995051877,HERREDSVELA MASKIN AS,Aksjeselskap,2010-01-20,19,"Jødestadveien 144, 4311 HOMMERSÅK",2010-01-14,2018-11-20,NaN,NaN,[],2022,SANDNES,nan
982051894,HINNA FOTBALL,Forening/lag/innretning,2000-06-07,50,"Ordfører Tveteraas gate 20, 4020 STAVANGER",1917-11-13,,NaN,NaN,[],2020,STAVANGER,nan
984104596,HINNA HÅNDBALL,Forening/lag/innretning,2002-11-19,17,"c/o Hetlandshallen, Skolevollen 15, 4017 STAVANGER",1917-11-13,,NaN,NaN,[],,STAVANGER,nan
989091530,HITECVISION ADVISORY AS,Aksjeselskap,2005-12-13,59,"Jåttåvågveien 7, 4020 STAVANGER",2005-12-08,2014-12-22,NaN,NaN,[],2022,STAVANGER,nan
992387793,HOLON STAVANGER AS,Aksjeselskap,2008-03-03,15,"Olav Kyrres gate 2, 4307 SANDNES",2008-02-20,2019-10-14,NaN,NaN,[],2022,SANDNES,nan
982362601,HOMMERSÅK AUTOSERVICE AS,Aksjeselskap,2000-09-19,20,"Hommersåkveien 172, 4311 HOMMERSÅK",2000-09-05,2010-09-28,NaN,NaN,[],2022,SANDNES,nan
988329185,HOMMERSÅK PIZZA AS,Aksjeselskap,2005-06-14,22,"Kaiveien 30, 4310 HOMMERSÅK",2005-04-15,2005-04-15,NaN,NaN,[],2022,SANDNES,nan
993615730,HOTEL SQUARE AS,Aksjeselskap,2009-02-12,52,"Løkkeveien 41, 4008 STAVANGER",2009-01-13,2021-01-21,NaN,NaN,[],2022,STAVANGER,nan
988353221,HUNDVÅG IDRETTSLAG,Forening/lag/innretning,2005-06-20,18,"Austbøsvingene 56, 4085 HUNDVÅG",2005-05-30,,NaN,NaN,[],,STAVANGER,nan
985321345,HUNDVÅG PIZZA AS,Aksjeselskap,2003-01-31,32,"Hundvågveien 43, 4085 HUNDVÅG",2003-01-01,2003-01-01,NaN,NaN,[],2022,STAVANGER,nan
989048732,IDSØ & RAVNÅS REVISJON AS,Aksjeselskap,2006-01-03,11,"Vassbotnen 15A, 4313 SANDNES",2005-11-30,2011-11-21,NaN,NaN,[],2022,SANDNES,nan
984113005,IKM ACONA AS,Aksjeselskap,2002-01-29,14,"Luramyrveien 12, 4313 SANDNES",2001-10-23,2020-12-07,NaN,NaN,[],2022,SANDNES,nan
984927959,IKM ACONA BETA AS,Aksjeselskap,2002-10-08,33,"Luramyrveien 12, 4313 SANDNES",2002-09-18,2020-12-07,NaN,NaN,[],2022,SANDNES,nan
987818638,IKM OCEAN DESIGN AS,Aksjeselskap,2005-02-02,64,"Luramyrveien 12, 4313 SANDNES",2004-12-29,2004-12-29,NaN,NaN,[],2022,SANDNES,nan
989675281,INDEPENDENT OIL TOOLS AS,Aksjeselskap,2006-04-01,23,"Midtgårdveien 30, 4031 STAVANGER",2006-03-20,2020-10-22,NaN,NaN,[],2022,STAVANGER,nan
997026969,INGVAR TENGESDAL AS,Aksjeselskap,2011-06-25,25,"Solaveien 88, 4316 SANDNES",2011-05-13,2011-05-13,NaN,NaN,[],2022,SANDNES,nan
982894891,INSTITUTT FOR ANVENDT ATFERDSANALYSE AS,Aksjeselskap,2001-01-22,27,"Vågsmyrgata 20, 4020 STAVANGER",2001-01-09,2001-01-09,NaN,NaN,[],2022,STAVANGER,nan
995960923,INTELLIGENT MUD SOLUTIONS AS,Aksjeselskap,2010-10-21,10,"Auglendsmyrå 8, 4016 STAVANGER",2010-09-02,2019-12-19,NaN,NaN,[],2022,STAVANGER,nan
990052484,INTER PADEL AS,Aksjeselskap,2006-08-14,35,"Dyre Vaas vei 61, 4317 SANDNES",2006-06-22,2023-08-17,NaN,NaN,[],2022,SANDNES,nan
995927470,INTERWELL AS,Aksjeselskap,2010-09-13,10,"Kvernevik Ring 177, 4048 HAFRSFJORD",2010-09-06,2021-11-17,NaN,NaN,[],2022,STAVANGER,nan
983652506,ISLAMSKE OPPLÆRINGS SENTER,Forening/lag/innretning,2001-09-19,14,"Bergsagelveien 9, 4016 STAVANGER",1995-05-02,,NaN,NaN,[],,STAVANGER,nan
983584519,JONE TUNGLAND AS,Aksjeselskap,2001-08-16,23,"Skaarlia 1, 4326 SANDNES",2001-07-16,2006-01-01,NaN,NaN,[],2022,SANDNES,nan
983437672,JØRGEN OTTEREN AS,Aksjeselskap,2001-06-23,23,"Langgata 17, 4306 SANDNES",2001-03-11,2007-10-05,NaN,NaN,[],2022,SANDNES,nan
986278761,K. NYGAARD AS,Aksjeselskap,2003-11-27,19,"Jåttåveien 92, 4020 STAVANGER",2003-10-28,2023-04-17,NaN,NaN,[],2022,STAVANGER,nan
984174004,KADME AS,Aksjeselskap,2002-02-04,11,"Hospitalsgata 6, 4006 STAVANGER",2002-01-20,2013-11-01,NaN,NaN,[],2022,STAVANGER,nan
985209952,KAEFER CONSTRUCTION AS,Aksjeselskap,2002-12-17,111,"Geitaberget 17, 4031 STAVANGER",2002-08-20,2019-08-12,NaN,NaN,[],2022,STAVANGER,nan
989633287,KAFE BACCHUS Helene P. Monsrud,Enkeltpersonforetak,2006-03-30,22,"Bakkegata 13, 4006 STAVANGER",,,NaN,NaN,[],,STAVANGER,nan
991510079,KANELSNURREN AS,Aksjeselskap,2007-08-01,171,"Stokkamyrveien 26, 4313 SANDNES",2007-07-03,2021-05-14,NaN,NaN,[],2022,SANDNES,nan
990819319,KELLYS REKLAME AS,Aksjeselskap,2007-01-29,13,"Luramyrveien 21, 4313 SANDNES",2007-01-01,2007-01-01,NaN,NaN,[],2022,SANDNES,nan
995404168,KEYSTONE.NO AS,Aksjeselskap,2010-04-15,30,"Hospitalsgata 6, 4006 STAVANGER",2010-03-09,2021-10-18,NaN,NaN,[],2022,STAVANGER,nan
991665161,KICAP AS,Aksjeselskap,2007-09-13,16,"Gamle Stokkavei 1, Kvadrat kjøpesenter, 4313 SANDNES",2007-08-23,2017-03-16,NaN,NaN,[],2022,SANDNES,nan
995498448,KIRKEGATA OPTIKK AS,Aksjeselskap,2010-05-10,11,"Kirkegata 24, 4006 STAVANGER",2010-04-20,2010-12-28,NaN,NaN,[],2022,STAVANGER,nan
992352353,KJØBMANDSPLASSEN AS,Aksjeselskap,2008-02-27,43,"Nedre Strandgate 13, 4005 STAVANGER",2008-02-15,2010-11-30,NaN,NaN,[],2022,STAVANGER,nan
994146661,KJØKKENDRIFT NO 1 AS,Aksjeselskap,2009-06-02,24,"Haakon 7's gate 8, 4306 SANDNES",2009-05-15,2009-05-15,NaN,NaN,[],2022,SANDNES,nan
994938886,KJØKKENDRIFT NO.1 MADLA AS,Aksjeselskap,2009-12-29,11,"Madlakrossen 9, 4042 HAFRSFJORD",2009-12-16,2009-12-16,NaN,NaN,[],2022,STAVANGER,nan
993579572,KNOWIT STAVANGER AS,Aksjeselskap,2009-01-29,33,"Laberget 22, 4020 STAVANGER",2009-01-08,2012-06-20,NaN,NaN,[],2022,STAVANGER,nan
995690772,KOST1 KOSTTILSKUDD AS,Aksjeselskap,2010-06-30,10,"Hillevågsveien 70, 4016 STAVANGER",2010-06-28,2010-06-28,NaN,NaN,[],2022,STAVANGER,nan
982986141,KRAFT FINANS AS,Aksjeselskap,2001-02-14,48,"Trim Towers, Larsamyrå 18, 4313 SANDNES",2001-01-26,2019-07-17,NaN,NaN,[],2022,SANDNES,nan
992073616,KREATEL AS,Aksjeselskap,2008-01-02,53,"Folkvordveien 11, 4318 SANDNES",2007-12-03,2022-03-22,NaN,NaN,[],2022,SANDNES,nan
993518905,KREFTOMSORG ROGALAND,Stiftelse,2009-02-12,11,"Niels Juels gate 10, 4008 STAVANGER",2009-01-09,,NaN,NaN,[],2022,STAVANGER,nan
994386425,KRONEN KAFFEMASKINER AS,Aksjeselskap,2009-08-08,11,"Heiamyrå 16A, 4031 STAVANGER",2009-07-01,2009-09-10,NaN,NaN,[],2022,STAVANGER,nan
996269434,KVADRAT OPTIKK AS,Aksjeselskap,2010-12-07,16,"Gamle Stokkavei 1, 4313 SANDNES",2010-11-24,2014-02-24,NaN,NaN,[],2022,SANDNES,nan
981982789,KVERNELAND AQUA AS,Aksjeselskap,2000-05-12,36,"Strandgata 151, 4307 SANDNES",2000-04-13,2019-10-15,NaN,NaN,[],2022,SANDNES,nan
987972726,KVÅL AUTO AS,Aksjeselskap,2005-03-09,10,"Hovebakken 9, 4306 SANDNES",2005-01-31,2005-01-31,NaN,NaN,[],2022,SANDNES,nan
996360695,LAERDAL GLOBAL HEALTH AS,Aksjeselskap,2011-01-24,22,"Tanke Svilands gate 30, 4007 STAVANGER",2010-12-29,2021-06-14,NaN,NaN,[],2022,STAVANGER,nan
995583011,LAPTO AS,Aksjeselskap,2010-06-03,12,"Gamle Stokkavei 1, 4313 SANDNES",2010-05-18,2020-12-10,NaN,NaN,[],2022,SANDNES,nan
996607070,LAUVSNES GARTNERI AS,Aksjeselskap,2011-02-22,59,"Lauvsnes, 4160 FINNØY",2011-01-01,2013-01-08,NaN,NaN,[],2022,STAVANGER,nan
994312359,LÉVA URBAN DESIGN AS,Aksjeselskap,2009-07-20,15,"1.etasje, Kvitsøygata 10, 4014 STAVANGER",2009-07-07,2009-07-07,NaN,NaN,[],2022,STAVANGER,nan
990702632,LHV TJENESTER AS,Aksjeselskap,2007-01-11,16,"Finnøyvegen 388, 4160 FINNØY",2006-11-20,2018-11-16,NaN,NaN,[],2022,STAVANGER,nan
987884630,LIE VENTILASJON AS,Aksjeselskap,2005-03-08,37,"Kvålveien 13, 4323 SANDNES",2005-02-10,2010-06-24,NaN,NaN,[],2022,SANDNES,nan
992698578,LILLEBØ SAND OG TRANSPORT AS,Aksjeselskap,2008-05-31,14,"Krogedalveien 34, 4308 SANDNES",2008-04-07,2008-04-07,NaN,NaN,[],2022,SANDNES,nan
988967416,LINDANGER MASKIN AS,Aksjeselskap,2005-11-26,19,"Stoggdalsveien 20, 4150 RENNESØY",2005-11-15,2005-11-15,NaN,NaN,[],2022,STAVANGER,nan
996257533,LOGTEK AS,Aksjeselskap,2010-12-08,20,"Sjøhagen 3, 4016 STAVANGER",2010-09-22,2010-09-22,NaN,NaN,[],2022,STAVANGER,nan
985049335,LUNDEGÅRD BARNEHAGE SA,Samvirkeforetak,2002-11-14,31,"Haugen 2, 4323 SANDNES",2001-03-06,2021-04-20,NaN,NaN,[],2022,SANDNES,nan
988814466,LURA TURISTHEIM AS,Aksjeselskap,2005-11-07,30,"Stavangerveien 16, 4313 SANDNES",2005-10-18,2009-10-08,NaN,NaN,[],2022,SANDNES,nan
993933988,LYSE FIBER AS,Aksjeselskap,2009-04-14,48,"Breiflåtveien 18, 4017 STAVANGER",2009-02-19,2012-12-13,NaN,NaN,[],2022,STAVANGER,nan
982929733,LYSE NEO AS,Aksjeselskap,2001-01-30,55,"Breiflåtveien 18, 4017 STAVANGER",2000-11-21,2013-12-19,NaN,NaN,[],2022,STAVANGER,nan
987768088,MADLA BIL AS,Aksjeselskap,2005-01-27,11,"Treskeveien 5, 4043 HAFRSFJORD",2005-01-12,2022-08-10,NaN,NaN,[],2022,STAVANGER,nan
986487131,MADLA PIZZA AS,Aksjeselskap,2004-01-27,24,"Madlaveien 80A, 4009 STAVANGER",2004-01-01,2004-01-01,NaN,NaN,[],2022,STAVANGER,nan
993460265,MADLATUÅ NÆRBUTIKK AS,Aksjeselskap,2008-12-22,18,"Grenaderveien 2, 4045 HAFRSFJORD",2008-12-10,2008-12-10,NaN,NaN,[],2022,STAVANGER,nan
996188205,MAESTRO F & B AS,Aksjeselskap,2010-11-20,105,"Sandvigå 1, 4007 STAVANGER",2010-10-01,2013-11-01,NaN,NaN,[],2022,STAVANGER,nan
985586543,MALEKOMPANIET AS,Aksjeselskap,2003-04-09,14,"Fabrikkveien 13, 4323 SANDNES",2003-03-31,2023-07-07,NaN,NaN,[],2022,SANDNES,nan
