orgnr,role,personal_number
994989391,Styre,2771294
994989391,Styre,7333347
994989391,Styre,5410496
984616945,Daglig leder,3198311
984616945,Styre,3198311
982786223,Daglig leder,9261428
982786223,Styre,9261428
982786223,Styre,5331108
991604316,Daglig leder,4243888
991604316,Styre,4243888
995188600,Daglig leder,4663064
995188600,Styre,9189499
995188600,Styre,1091367
985076456,Daglig leder,5954632
985076456,Styre,1896146
985076456,Styre,5954632
985076456,Styre,1546416
984983956,Daglig leder,2351444
984983956,Styre,2351444
984983956,Styre,5671248
992368845,Daglig leder,1602944
992368845,Styre,1602944
992368845,Styre,2052515
993230537,Daglig leder,5020300
993230537,Styre,9269185
993230537,Styre,8301461
993230537,Styre,2802897
993230537,Styre,3340375
993230537,Styre,4555912
993230537,Styre,3526355
993230537,Styre,2138081
993230537,Styre,3420764
989690728,Daglig leder,4391723
989690728,Styre,5568297
989690728,Styre,3527710
989690728,Styre,1837563
989690728,Styre,5599768
989690728,Styre,1488701
989774697,Daglig leder,2987929
989774697,Styre,5038306
989774697,Styre,7113289
989774697,Styre,1524929
989774697,Styre,2987929
989774697,Styre,4418205
989774697,Styre,3872169
989774697,Styre,7609276
989774697,Styre,5800539
989774697,Styre,2195467
983974678,Daglig leder,7850595
983974678,Styre,9185272
983974678,Styre,6960961
983974678,Styre,3035932
983974678,Styre,2167553
983974678,Styre,6134339
983974678,Styre,4946129
983974678,Styre,1409668
983974678,Styre,6815580
983974678,Styre,9104253
983974678,Styre,3353875
983974678,Styre,4541793
983974678,Styre,5580260
983974678,Styre,7900307
983974678,Styre,5585518
983974678,Styre,7552114
983974678,Styre,1472692
983974678,Styre,7098667
983658725,Daglig leder,2318651
983658725,Styre,2549993
983658725,Styre,7886130
983658725,Styre,7046803
983658725,Styre,9382253
983658725,Styre,7577638
983658725,Styre,8310677
983658725,Styre,6964717
983658725,Styre,1752496
983658725,Styre,2085985
983658725,Styre,1557564
983658725,Styre,5188723
983658725,Styre,7051852
983658725,Styre,5855747
983658725,Styre,1517377
983658725,Styre,6373126
995051877,Daglig leder,9987875
995051877,Styre,9987875
995051877,Styre,1007109
982051894,Daglig leder,9343349
982051894,Styre,9842412
982051894,Styre,5954163
982051894,Styre,7966229
982051894,Styre,5488634
982051894,Styre,7749580
982051894,Styre,7758949
982051894,Styre,1986481
982051894,Styre,2621116
984104596,Daglig leder,5443807
984104596,Styre,3648147
984104596,Styre,2772736
984104596,Styre,5607431
984104596,Styre,3474583
984104596,Styre,1329149
984104596,Styre,4669789
984104596,Styre,9197345
989091530,Daglig leder,6364917
989091530,Styre,1721978
989091530,Styre,6023349
989091530,Styre,3540361
992387793,Daglig leder,5543307
992387793,Styre,6693751
992387793,Styre,8827196
992387793,Styre,7947581
992387793,Styre,5543307
992387793,Styre,8819101
992387793,Styre,9332339
982362601,Daglig leder,5954632
982362601,Styre,1896146
982362601,Styre,5954632
988329185,Kontaktperson,9189499
988329185,Styre,9189499
993615730,Daglig leder,4386706
993615730,Styre,3881774
993615730,Styre,7280392
993615730,Styre,6303967
988353221,Daglig leder,6870081
988353221,Styre,7840349
988353221,Styre,8097604
988353221,Styre,9624418
988353221,Styre,2740691
988353221,Styre,9085389
985321345,Kontaktperson,9189499
985321345,Styre,9189499
989048732,Daglig leder,2483932
989048732,Styre,5383288
989048732,Styre,2483932
989048732,Styre,2350750
984113005,Daglig leder,8483411
984113005,Styre,2511891
984113005,Styre,1284912
984113005,Styre,5466978
984113005,Styre,1883594
984927959,Daglig leder,8483411
984927959,Styre,2511891
984927959,Styre,1284912
984927959,Styre,5466978
984927959,Styre,1883594
987818638,Daglig leder,5937823
987818638,Styre,2511891
987818638,Styre,5194994
987818638,Styre,5466978
987818638,Styre,1284912
987818638,Styre,1902877
987818638,Styre,7613787
989675281,Daglig leder,7504192
989675281,Styre,3706451
989675281,Styre,7753612
989675281,Styre,3482379
997026969,Daglig leder,3656814
997026969,Styre,3656814
997026969,Styre,3999881
982894891,Daglig leder,3182700
982894891,Styre,1760516
982894891,Styre,6783956
995960923,Daglig leder,6737580
995960923,Styre,6467100
995960923,Styre,8643036
995960923,Styre,2652662
995960923,Styre,9246267
995960923,Styre,4756739
990052484,Kontaktperson,5068819
990052484,Styre,5684985
990052484,Styre,2979262
990052484,Styre,3844295
995927470,Daglig leder,8619219
995927470,Styre,4659607
995927470,Styre,4994352
995927470,Styre,4962394
995927470,Styre,9516440
995927470,Styre,7088865
995927470,Styre,4810137
995927470,Styre,1131144
995927470,Styre,1287693
983652506,Styre,6889190
983652506,Styre,9660979
983652506,Styre,2968110
983652506,Styre,3657314
983652506,Styre,6698011
983652506,Styre,4591544
983652506,Styre,2111794
983652506,Styre,2540213
983652506,Styre,3409699
983584519,Daglig leder,6343881
983584519,Styre,6343881
983584519,Styre,5869489
983437672,Daglig leder,8869015
983437672,Styre,7568827
983437672,Styre,8869015
983437672,Styre,6203396
986278761,Daglig leder,7690242
986278761,Styre,7690242
986278761,Styre,3183635
986278761,Styre,2971003
984174004,Daglig leder,4028708
984174004,Styre,3997872
984174004,Styre,5963090
984174004,Styre,9108188
984174004,Styre,1429435
985209952,Daglig leder,8422671
985209952,Styre,1970960
985209952,Styre,1994035
985209952,Styre,9257435
989633287,Innehaver,2251346
991510079,Daglig leder,8075369
991510079,Styre,1774910
991510079,Styre,5908087
990819319,Daglig leder,4370789
990819319,Styre,4370789
990819319,Styre,5066336
990819319,Styre,7431191
995404168,Daglig leder,8378770
995404168,Styre,6584061
991665161,Kontaktperson,8309564
991665161,Styre,8309564
991665161,Styre,9085961
991665161,Styre,1214397
995498448,Daglig leder,6817074
995498448,Styre,6817074
995498448,Styre,8878132
995498448,Styre,3939386
995498448,Styre,7793308
992352353,Daglig leder,2522089
992352353,Styre,7789830
994146661,Daglig leder,7494468
994146661,Styre,4852996
994146661,Styre,6725112
994146661,Styre,7494468
994938886,Daglig leder,6581965
994938886,Styre,5902348
994938886,Styre,5145231
994938886,Styre,6581965
993579572,Daglig leder,5472250
993579572,Styre,6147238
993579572,Styre,3977255
993579572,Styre,8435914
995690772,Daglig leder,1485411
995690772,Styre,3028625
995690772,Styre,1485411
982986141,Daglig leder,8484385
982986141,Styre,8177112
982986141,Styre,6879272
982986141,Styre,8157618
982986141,Styre,8285055
982986141,Styre,3245937
992073616,Daglig leder,6915976
992073616,Styre,6125867
992073616,Styre,6915976
992073616,Styre,2544616
993518905,Daglig leder,8025182
993518905,Styre,2821003
993518905,Styre,5624967
993518905,Styre,3980693
993518905,Styre,3969685
993518905,Styre,9306264
993518905,Styre,3101292
993518905,Styre,2027903
993518905,Styre,7661611
993518905,Styre,2872115
994386425,Daglig leder,3513232
994386425,Styre,3513232
994386425,Styre,7651271
996269434,Daglig leder,2819583
996269434,Styre,2940875
996269434,Styre,2819583
996269434,Styre,8272289
996269434,Styre,1177917
981982789,Daglig leder,1307137
981982789,Styre,6811433
981982789,Styre,1307137
981982789,Styre,7994347
987972726,Daglig leder,5410535
987972726,Styre,4223543
987972726,Styre,5410535
987972726,Styre,4009662
996360695,Daglig leder,8040343
996360695,Styre,1310501
996360695,Styre,8364273
996360695,Styre,4299339
996360695,Styre,9187521
995583011,Daglig leder,6352173
995583011,Styre,6427668
995583011,Styre,8855289
995583011,Styre,5333035
996607070,Daglig leder,7960254
996607070,Styre,7960254
996607070,Styre,2614955
994312359,Daglig leder,4263071
994312359,Styre,4263071
994312359,Styre,2329551
994312359,Styre,8122401
994312359,Styre,5539826
990702632,Daglig leder,1855942
990702632,Styre,1855942
990702632,Styre,6240937
987884630,Daglig leder,7660027
987884630,Styre,5901244
987884630,Styre,7660027
987884630,Styre,3175858
992698578,Daglig leder,1448015
992698578,Styre,7469782
992698578,Styre,1448015
992698578,Styre,2589920
988967416,Daglig leder,4300771
988967416,Styre,4300771
988967416,Styre,5276547
988967416,Styre,4791090
996257533,Daglig leder,6615884
996257533,Styre,9484921
996257533,Styre,4662310
996257533,Styre,2948046
985049335,Daglig leder,9368970
985049335,Styre,2078002
985049335,Styre,5479460
985049335,Styre,1736826
985049335,Styre,5124850
985049335,Styre,9246530
988814466,Kontaktperson,2303463
988814466,Styre,2303463
988814466,Styre,6796980
993933988,Daglig leder,1482445
993933988,Styre,4078196
993933988,Styre,8665717
993933988,Styre,4819098
993933988,Styre,3970080
993933988,Styre,7184078
993933988,Styre,4682635
993933988,Styre,6971534
993933988,Styre,2202820
982929733,Daglig leder,7073610
982929733,Styre,9636980
982929733,Styre,5148157
982929733,Styre,3096019
982929733,Styre,4474494
982929733,Styre,2085931
982929733,Styre,1299181
982929733,Styre,1568861
982929733,Styre,7916289
982929733,Styre,5072490
987768088,Daglig leder,8197891
987768088,Styre,8197891
987768088,Styre,2595654
986487131,Kontaktperson,1650519
986487131,Styre,1650519
993460265,Daglig leder,1405530
993460265,Styre,1405530
993460265,Styre,2672396
993460265,Styre,4513285
996188205,Daglig leder,1891397
996188205,Styre,5391313
996188205,Styre,4679810
996188205,Styre,2779464
985586543,Daglig leder,2558703
985586543,Styre,2558703
985586543,Styre,3687565
985831807,Daglig leder,1037829
985831807,Styre,1037829
991789588,Daglig leder,4405617
991789588,Styre,4405617
991789588,Styre,9364796
987354526,Daglig leder,2446655
987354526,Styre,9134798
987354526,Styre,2446655
989583786,Kontaktperson,7421056
989583786,Styre,7421056
989583786,Styre,3866807
989583786,Styre,2278485
989583786,Styre,1831594
989583786,Styre,1805600
989583786,Styre,7840617
984262043,Daglig leder,8314343
984262043,Styre,1755106
984262043,Styre,2734399
984262043,Styre,2892699
984262043,Styre,5163381
984262043,Styre,3674486
984012187,Daglig leder,1496114
984012187,Styre,3886110
984012187,Styre,1496114
984012187,Styre,8742964
984012187,Styre,8004295
984012187,Styre,8399497
990706573,Daglig leder,8435904
990706573,Styre,8435904
990706573,Styre,3079796
990706573,Styre,5351506
992977949,Daglig leder,6374818
992977949,Styre,5611427
992977949,Styre,8309564
997174704,Daglig leder,5877638
997174704,Styre,3058196
990918198,Daglig leder,5441965
990918198,Styre,2255042
990918198,Styre,6714529
990918198,Styre,1970960
990918198,Styre,8705880
987444053,Daglig leder,7477193
987444053,Styre,7477193
987444053,Styre,4322382
992112972,Daglig leder,1775171
992112972,Styre,3223493
992112972,Styre,5854062
989551434,Daglig leder,2979811
989551434,Styre,5720345
989551434,Styre,4160960
989551434,Styre,9697961
988797898,Daglig leder,5875304
988797898,Styre,5875304
988797898,Styre,8673689
982703328,Daglig leder,5946229
982703328,Styre,1305418
982703328,Styre,2800281
982703328,Styre,5946229
982703328,Styre,9157772
982703328,Styre,8811492
991678417,Styre,4793150
991678417,Styre,8461754
990448736,Daglig leder,6618959
990448736,Styre,7781639
990448736,Styre,6618959
990448736,Styre,3584898
996335429,Daglig leder,2295757
996335429,Styre,5232538
996335429,Styre,6740399
996335429,Styre,2295757
996335429,Styre,6667131
996335429,Styre,2750710
996335429,Styre,7555460
996335429,Styre,9253525
996335429,Styre,5851621
988331651,Daglig leder,9474288
988331651,Styre,9905767
988331651,Styre,6694200
988331651,Styre,9134583
988331651,Styre,6989329
988331651,Styre,9353987
988331651,Styre,3892975
988331651,Styre,3847452
987603488,Daglig leder,2789679
987603488,Styre,2789679
995642034,Daglig leder,9135902
995642034,Styre,5624967
995642034,Styre,2237053
995642034,Styre,3637219
995642034,Styre,2465547
995642034,Styre,5934836
995642034,Styre,2050707
995642034,Styre,5075459
995642034,Styre,4471261
995642034,Styre,2916559
995642034,Styre,5683781
995642034,Styre,2979397
995642034,Styre,7995685
995642034,Styre,4188598
995642034,Styre,5151893
995642034,Styre,7916342
995642034,Styre,5460186
995642034,Styre,1310497
995642034,Styre,4924171
991951482,Daglig leder,2054194
991951482,Styre,9143620
991951482,Styre,2054194
991951482,Styre,4259437
990780501,Daglig leder,7325491
990780501,Styre,7325491
990780501,Styre,7760304
989783661,Innehaver,8858813
994956183,Daglig leder,8772687
994956183,Styre,8625699
994956183,Styre,8772687
994956183,Styre,2178001
992684127,Daglig leder,7852502
992684127,Styre,7852502
992684127,Styre,5773022
992684127,Styre,3447741
992684127,Styre,7603983
983426417,Daglig leder,4459246
983426417,Styre,6782567
983426417,Styre,2007553
983426417,Styre,4631394
983426417,Styre,4491041
983426417,Styre,8454849
983426417,Styre,3704289
983426417,Styre,5348765
983426417,Styre,7141789
983426417,Styre,4735656
983426417,Styre,3732943
989128639,Daglig leder,3996247
989128639,Styre,7932988
989128639,Styre,3996247
989128639,Styre,8241661
981603702,Daglig leder,2932443
981603702,Styre,4180567
981603702,Styre,5471425
981603702,Styre,5099066
991455779,Styre,8364630
991455779,Styre,4587841
997275322,Daglig leder,6250285
997275322,Styre,7785414
997275322,Styre,6250285
997275322,Styre,4228475
993109487,Daglig leder,7281328
993109487,Styre,2323502
993109487,Styre,9661609
993109487,Styre,7281328
981657322,Daglig leder,9237878
981657322,Styre,9237878
981657322,Styre,4931575
981657322,Styre,6811849
988362727,Daglig leder,4675133
988362727,Styre,4181990
988362727,Styre,4675133
988362727,Styre,5493982
989176226,Daglig leder,8608187
989176226,Styre,1729318
989176226,Styre,6639305
989176226,Styre,5916963
989176226,Styre,1565424
989176226,Styre,9008719
981940768,Daglig leder,8784285
981940768,Styre,3111798
981940768,Styre,2263513
981940768,Styre,2130764
981940768,Styre,7727224
981940768,Styre,6814258
981940768,Styre,2759915
981940768,Styre,6054312
981940768,Styre,8606030
981940768,Styre,5073461
981940768,Styre,8170942
996226441,Daglig leder,6433132
996226441,Styre,8784285
996226441,Styre,1009042
996226441,Styre,6433132
982912997,Daglig leder,2615026
982912997,Styre,1274876
982912997,Styre,5059532
982912997,Styre,1486537
982912997,Styre,9361059
982912997,Styre,8519044
982912997,Styre,5599927
990832269,Daglig leder,4143910
990832269,Styre,4143910
990832269,Styre,6308770
986040366,Daglig leder,7315450
986040366,Styre,3979971
986040366,Styre,7840349
989439154,Daglig leder,3769995
989439154,Styre,7182340
989439154,Styre,3769995
989439154,Styre,8020562
989439154,Styre,4208040
988517976,Daglig leder,6105817
988517976,Styre,4208040
988517976,Styre,7987791
988517976,Styre,9487047
985377545,Norsk repr. for utenl. enhet,5931351
991356959,Daglig leder,4243251
991356959,Styre,2210306
991356959,Styre,1212372
991356959,Styre,3214670
991356959,Styre,7542925
991356959,Styre,9656233
985203288,Daglig leder,4533550
985203288,Styre,8674951
985203288,Styre,9907233
985203288,Styre,8270240
982820685,Daglig leder,6084863
982820685,Styre,4057922
982820685,Styre,3491718
985530572,Daglig leder,9756894
985530572,Styre,9756894
985530572,Styre,3662427
995359448,Daglig leder,7504883
995359448,Styre,8672012
995359448,Styre,9089547
995359448,Styre,4471265
988400025,Daglig leder,6611808
988400025,Styre,6611808
988400025,Styre,3433158
988400025,Styre,2210999
988400025,Styre,6534013
988400025,Styre,8761967
988400025,Styre,4525931
988400025,Styre,8485491
988400025,Styre,1928814
988400025,Styre,5087264
988400025,Styre,8378170
994248243,Daglig leder,9505563
994248243,Styre,4579904
994248243,Styre,4606624
994248243,Styre,2358473
994248243,Styre,9477761
994248243,Styre,5442668
991870717,Daglig leder,3236821
991870717,Styre,2567584
991870717,Styre,5919529
991870717,Styre,8244854
991870717,Styre,8691372
991870717,Styre,7674359
985524661,Daglig leder,9348118
985524661,Styre,9348118
985563519,Daglig leder,4695438
985563519,Styre,6218866
985563519,Styre,6021059
985563519,Styre,8420864
985563519,Styre,2072425
985563519,Styre,3344250
985563519,Styre,4569604
985563519,Styre,9359911
985563519,Styre,2966244
991270574,Daglig leder,5483951
991270574,Styre,3811903
991270574,Styre,5483951
990717265,Daglig leder,7582235
990717265,Styre,4064500
990717265,Styre,8761546
990717265,Styre,6532344
996645479,Daglig leder,3979971
996645479,Styre,7674359
996645479,Styre,4051833
996645479,Styre,1778237
996645479,Styre,6790519
985321876,Daglig leder,2364177
985321876,Styre,4891402
985321876,Styre,6391500
985321876,Styre,5922151
985321876,Styre,8250934
983382355,Daglig leder,6497288
983382355,Styre,3141704
983382355,Styre,6592234
983382355,Styre,8722630
983382355,Styre,6922423
983382355,Styre,1185835
983382355,Styre,8818201
983382355,Styre,6247657
983382355,Styre,6171455
983382355,Styre,8522743
983382355,Styre,5313067
983382355,Styre,4562679
985027463,Daglig leder,6872600
985027463,Styre,8619219
985027463,Styre,2522245
986174613,Daglig leder,9347903
986174613,Kontaktperson,9347903
991108084,Daglig leder,2577719
991108084,Styre,2577719
991108084,Styre,2289316
985516073,Styre,5246407
985516073,Styre,4971956
986679979,Kontaktperson,9189499
986679979,Styre,9189499
989930877,Daglig leder,5101083
989930877,Styre,5568297
989930877,Styre,3527710
989930877,Styre,4391723
992766166,Daglig leder,5158825
992766166,Styre,8249702
992766166,Styre,4715689
992766166,Styre,6163459
985331219,Daglig leder,8267515
985331219,Styre,9285399
985331219,Styre,6765516
985331219,Styre,8267515
982314097,Daglig leder,1544836
982314097,Styre,9133702
982314097,Styre,1544836
982314097,Styre,7223573
982314097,Styre,8648272
990816360,Daglig leder,2591829
990816360,Styre,6623848
990816360,Styre,9655973
990816360,Styre,2591829
986926909,Daglig leder,8145877
986926909,Styre,2788847
986926909,Styre,9637809
986926909,Styre,9864949
986926909,Styre,8010598
986926909,Styre,2262320
986926909,Styre,2495107
993011673,Daglig leder,5138414
993011673,Styre,2846535
993011673,Styre,3628638
993011673,Styre,5367972
993011673,Styre,1136934
993011673,Styre,3161114
993011673,Styre,5001370
992920726,Daglig leder,4403810
992920726,Styre,4403810
992920726,Styre,5454167
992920726,Styre,8107341
992920726,Styre,2687310
986517138,Daglig leder,6612456
986517138,Styre,8033591
986517138,Styre,7578480
986517138,Styre,8157569
986517138,Styre,1202922
986517138,Styre,4684223
986517138,Styre,1057919
986517138,Styre,4278243
986517138,Styre,6879009
986517138,Styre,9518229
986517138,Styre,1086567
986517138,Styre,7173761
992257393,Daglig leder,6707898
992257393,Styre,9928663
992257393,Styre,6707898
989111736,Daglig leder,9435705
989111736,Styre,2979397
989111736,Styre,8866675
989111736,Styre,7309524
989111736,Styre,7603179
989111736,Styre,7378488
989111736,Styre,2999310
989111736,Styre,5526364
989111736,Styre,7003236
989111736,Styre,5278525
989111736,Styre,1446645
989111736,Styre,6734937
989111736,Styre,1903041
994623702,Daglig leder,5473821
994623702,Styre,5095827
994623702,Styre,5473821
994623702,Styre,2319004
994623702,Styre,2118093
994623702,Styre,1564505
993787787,Daglig leder,8056028
993787787,Styre,6494876
993787787,Styre,8056028
993787787,Styre,5912353
993787787,Styre,9933518
993787787,Styre,7480046
993787787,Styre,6098656
993787787,Styre,7304074
993787787,Styre,6951500
993787787,Styre,6826076
993787787,Styre,8594229
993787787,Styre,2318033
993787787,Styre,5989157
993787787,Styre,2379383
982519411,Daglig leder,6935415
982519411,Styre,1097317
982519411,Styre,6935415
982519411,Styre,5632680
986423516,Daglig leder,4553569
986423516,Styre,7233221
986423516,Styre,4553569
991061193,Daglig leder,6978236
991061193,Styre,4258592
991061193,Styre,2249947
991061193,Styre,1755106
991061193,Styre,6978236
986476695,Daglig leder,4981431
986476695,Styre,8156072
986476695,Styre,4307200
986476695,Styre,4981431
986389725,Daglig leder,5857956
986389725,Styre,4073033
986389725,Styre,5857956
991089888,Daglig leder,2399099
991089888,Styre,2399099
991089888,Styre,9460267
991089888,Styre,4948438
991089888,Styre,5354460
991089888,Styre,4282093
981513886,Daglig leder,5297616
981513886,Styre,9057105
981513886,Styre,5297616
981513886,Styre,1173966
981513886,Styre,6842563
981513886,Styre,2481198
996467597,Daglig leder,5664588
996467597,Styre,9603805
996467597,Styre,7941920
996467597,Styre,7544244
984660782,Daglig leder,8885139
984660782,Styre,8885139
984660782,Styre,4794609
984660782,Styre,9024041
990501300,Daglig leder,5627197
990501300,Styre,2003973
990501300,Styre,5627197
990501300,Styre,5700823
984329075,Daglig leder,1614116
984329075,Styre,5792479
984329075,Styre,5410929
984329075,Styre,8086033
984329075,Styre,7240436
984329075,Styre,8158403
984329075,Styre,4278157
984329075,Styre,3158786
984329075,Styre,9811979
984329075,Styre,8458279
984329075,Styre,3863279
984329075,Styre,1565031
995209888,Daglig leder,1600479
995209888,Styre,2503949
995209888,Styre,1600479
995209888,Styre,5195513
995209888,Styre,3966680
984313667,Daglig leder,3203108
984313667,Styre,1755106
984313667,Styre,6350330
984313667,Styre,1020906
984313667,Styre,9031670
984313667,Styre,3203108
995890429,Daglig leder,5698879
992431326,Daglig leder,4303561
992431326,Styre,8619339
992431326,Styre,5958871
992431326,Styre,9289555
981622774,Daglig leder,9478696
981622774,Styre,5751454
981622774,Styre,9478696
981622774,Styre,8141856
981622774,Styre,7112826
982032466,Styre,4619114
982032466,Styre,5713807
982032466,Styre,3260307
982032466,Styre,9531332
982032466,Styre,6878219
982032466,Styre,7976469
982947847,Daglig leder,4988879
982947847,Styre,5833487
982947847,Styre,3785174
982947847,Styre,4466790
982947847,Styre,9240899
982947847,Styre,4223372
982947847,Styre,9586039
982947847,Styre,3138287
982947847,Styre,9539716
982947863,Daglig leder,4988879
982947863,Styre,5833487
982947863,Styre,3785174
982947863,Styre,4466790
982947863,Styre,9240899
982947863,Styre,4223372
982947863,Styre,9586039
982947863,Styre,3138287
982947863,Styre,9539716
982845580,Daglig leder,6474108
982845580,Styre,6474108
982845580,Styre,4396741
982845580,Styre,4009662
991516727,Kontaktperson,1428200
991516727,Styre,1428200
991516727,Styre,2314322
988665908,Daglig leder,4547830
988665908,Styre,9187521
988665908,Styre,4568013
988665908,Styre,1310501
988665908,Styre,4249336
988665908,Styre,1073163
988665908,Styre,7850595
988665908,Styre,1227652
988665908,Styre,3204477
988665908,Styre,8166931
984006837,Daglig leder,4862057
984006837,Styre,8734461
984006837,Styre,2057068
984006837,Styre,4862057
992627131,Daglig leder,1017920
992627131,Styre,1017920
992627131,Styre,3942991
989066374,Daglig leder,8704257
989066374,Styre,2968572
989066374,Styre,3466040
989066374,Styre,9211932
984030460,Daglig leder,8066929
984030460,Styre,4970935
984030460,Styre,5460793
984030460,Styre,5825161
991674543,Daglig leder,9689922
991674543,Styre,2558657
991674543,Styre,9224561
986392726,Daglig leder,8144995
986392726,Styre,9304364
986392726,Styre,5117558
986392726,Styre,9977090
989580493,Daglig leder,9357851
989580493,Styre,2540165
989580493,Styre,5022819
985010862,Daglig leder,5022819
985010862,Styre,2540165
985010862,Styre,5022819
985010862,Styre,2771356
985010862,Styre,3928687
996411370,Daglig leder,4262797
996411370,Styre,5520669
996411370,Styre,4262797
996540812,Daglig leder,4262797
996540812,Styre,5520669
996540812,Styre,3791513
996540812,Styre,2325246
996540812,Styre,9320400
996540812,Styre,8400916
996540812,Styre,4262797
996540812,Styre,5006922
983075401,Daglig leder,7890859
983075401,Styre,8033527
983075401,Styre,7890859
983075401,Styre,9144183
983075401,Styre,6508527
987706147,Daglig leder,3119852
987706147,Styre,4217434
987706147,Styre,3119852
987706147,Styre,2567804
996341046,Daglig leder,3152678
996341046,Styre,4126598
996341046,Styre,7580896
996341046,Styre,3152678
991552049,Daglig leder,8124179
991552049,Styre,8124179
991552049,Styre,1710635
985979731,Daglig leder,8124179
985979731,Styre,8124179
985979731,Styre,1710635
992412887,Daglig leder,8124179
992412887,Styre,8124179
992412887,Styre,1710635
995889781,Daglig leder,8124179
995889781,Styre,8124179
995889781,Styre,1710635
994032992,Styre,8124179
994032992,Styre,1710635
988440884,Daglig leder,4201750
988440884,Styre,1940378
988440884,Styre,2065743
988440884,Styre,4201750
985717265,Daglig leder,8400839
985717265,Styre,8400839
985717265,Styre,6543273
989917668,Daglig leder,2140871
989917668,Styre,1270545
989917668,Styre,4952366
989917668,Styre,5028336
989917668,Styre,5080366
989917668,Styre,4827578
987313757,Daglig leder,2822580
987313757,Styre,4743636
987313757,Styre,4590580
987313757,Styre,5898391
987313757,Styre,3255059
987313757,Styre,2192429
987341947,Daglig leder,2822580
987341947,Styre,4590580
987341947,Styre,2822580
987341947,Styre,5898391
989059335,Daglig leder,9259291
989059335,Styre,6215529
989059335,Styre,5631620
989059335,Styre,8491482
989059335,Styre,8475188
989059335,Styre,3578844
984174209,Daglig leder,5320060
984174209,Styre,5320060
984174209,Styre,6205618
988044113,Daglig leder,9395656
988044113,Styre,8719744
988044113,Styre,9395656
988044113,Styre,3235793
988044113,Styre,6846883
988044113,Styre,2008978
988044113,Styre,3603015
988044113,Styre,7744021
988044113,Styre,3173064
988044113,Styre,1180718
983464890,Daglig leder,3153801
983464890,Styre,4336627
983464890,Styre,6686568
983464890,Styre,2471059
983464890,Styre,4468643
983464890,Styre,8540383
983464890,Styre,7378209
989999060,Daglig leder,4768606
989999060,Styre,2950863
989999060,Styre,1851845
989999060,Styre,6372547
989999060,Styre,9828172
989999060,Styre,3182997
986397205,Daglig leder,2748999
986397205,Styre,2748999
986397205,Styre,3491718
992206381,Daglig leder,2748999
992206381,Styre,2748999
992206381,Styre,3491718
986442782,Daglig leder,5706229
986442782,Styre,3652950
986442782,Styre,5706229
986442782,Styre,3536177
986442782,Styre,6455855
990524599,Daglig leder,6275758
990524599,Styre,4059142
990524599,Styre,6375495
990524599,Styre,5655739
990524599,Styre,1696526
990524599,Styre,3031012
990524599,Styre,9806301
995580373,Daglig leder,4951502
995580373,Styre,3141842
995580373,Styre,4951502
995580373,Styre,1348583
995580373,Styre,1805568
995580373,Styre,3130235
995580373,Styre,9597474
995580373,Styre,8576597
995580373,Styre,9831971
995580373,Styre,4754926
995580373,Styre,8543673
996819884,Daglig leder,1913641
996819884,Styre,5156079
996819884,Styre,5039272
996819884,Styre,2412585
996819884,Styre,9774360
996819884,Styre,5105942
996819884,Styre,3558982
991883754,Daglig leder,5794621
991883754,Styre,3637588
991883754,Styre,5794621
991883754,Styre,5218313
996480194,Daglig leder,3792230
996480194,Styre,8657076
996480194,Styre,5508481
996480194,Styre,7272663
996480194,Styre,3368193
996480194,Styre,6307002
990969795,Daglig leder,9917516
990969795,Styre,4074347
990969795,Styre,8934398
990969795,Styre,9917516
990945748,Daglig leder,2219951
990945748,Styre,9623393
990945748,Styre,9251616
990945748,Styre,5496287
990945748,Styre,9122818
990945748,Styre,2431200
990945748,Styre,3213983
990945748,Styre,1954545
990945748,Styre,7408898
990945748,Styre,1243899
983984398,Daglig leder,7845533
983984398,Styre,7372672
983984398,Styre,7589215
983984398,Styre,7744021
983984398,Styre,4011785
983984398,Styre,5225806
983984398,Styre,6189606
994581139,Daglig leder,2258145
994581139,Styre,6260757
994581139,Styre,2258145
994581139,Styre,8718527
994581139,Styre,2824547
987656255,Daglig leder,2754530
987656255,Styre,4761863
987656255,Styre,3058196
992758201,Kontaktperson,9189499
992758201,Styre,9189499
990412987,Daglig leder,3691813
990412987,Styre,6983243
990412987,Styre,2122312
990412987,Styre,4253735
990412987,Styre,8999264
990412987,Styre,1332130
990412987,Styre,6760860
990412987,Styre,4700005
990412987,Styre,2305950
990412987,Styre,7161758
994608509,Daglig leder,7732004
994608509,Styre,9203586
994608509,Styre,8104890
994608509,Styre,1121315
994608509,Styre,6865995
985904944,Daglig leder,8525373
985904944,Styre,8525373
985904944,Styre,3272615
983082823,Kontaktperson,6482671
983082823,Styre,6482671
983082823,Styre,6006809
984792972,Daglig leder,8013037
984792972,Styre,1824621
984792972,Styre,1727185
984792972,Styre,7676536
984792972,Styre,4868422
984792972,Styre,5231610
986001883,Daglig leder,6118442
986001883,Styre,6118442
986001883,Styre,1456058
986001883,Styre,1621002
983518648,Daglig leder,8768515
989887823,Daglig leder,5391313
989887823,Styre,3192642
989887823,Styre,3907618
989887823,Styre,8971588
989887823,Styre,8126487
989887823,Styre,2319004
989887823,Styre,3132202
989887823,Styre,1181252
989887823,Styre,3160639
989887823,Styre,7990343
989887823,Styre,5732106
989887823,Styre,5420967
989887823,Styre,9603805
989887823,Styre,6336742
